id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
40906067,Home in Marengo · ★4.90 · 3 bedrooms · 6 beds · 2 baths,62068858,Gareth & Meagan,,Colac Otway,-38.77834,143.66157,Entire home/apt,279,2,73,2023-05-22,1.76,1,178,17,
40924964,Guest suite in Torquay · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,292098354,Jenene,,Surf Coast,-38.337593,144.311584,Entire home/apt,230,2,69,2023-04-20,1.63,1,55,17,
40925796,Rental unit in Geelong · ★5.0 · 2 bedrooms · 3 beds · 2 baths,140206749,Courtney,,Greater Geelong,-38.15377,144.36085,Entire home/apt,360,2,8,2021-01-09,0.19,21,0,0,
40926108,Home in Torquay · ★4.60 · 3 bedrooms · 3 beds · 2 baths,318864913,Rachel,,Surf Coast,-38.33537,144.31061,Entire home/apt,1100,3,5,2023-01-09,0.12,1,0,1,
40927441,Townhouse in Torquay · ★4.67 · 3 bedrooms · 4 beds · 2.5 baths,225791131,Nick,,Surf Coast,-38.30754,144.3527,Entire home/apt,400,2,3,2020-01-26,0.07,7,357,0,
40930655,Home in Torquay · ★4.93 · 1 bedroom · 1 bed · 1 bath,243539018,Lilly,,Surf Coast,-38.31475,144.33612,Entire home/apt,239,2,29,2023-06-06,0.68,1,270,3,
40931605,Home in Jan Juc · ★4.50 · 4 bedrooms · 4 beds · 2.5 baths,51678707,Ocean Edge Holiday Rentals: Rebecca,,Surf Coast,-38.35417,144.29504,Entire home/apt,1570,4,8,2022-07-24,0.19,127,79,1,
40934406,Home in Anglesea · ★4.70 · 3 bedrooms · 5 beds · 2 shared baths,318656568,Margaret,,Surf Coast,-38.40886,144.17766,Private room,400,4,10,2023-03-13,0.24,2,364,3,
40947881,Home in Apollo Bay · ★4.50 · 2 bedrooms · 2 beds · 2 baths,84586909,Great Ocean Road Holidays,,Colac Otway,-38.72168,143.67154,Entire home/apt,465,2,12,2022-09-25,0.28,624,365,1,
40971670,Home in Apollo Bay · ★4.64 · 5 bedrooms · 7 beds · 2 baths,84586909,Great Ocean Road Holidays,,Colac Otway,-38.74697,143.66767,Entire home/apt,424,2,11,2023-03-13,0.35,624,358,3,
40972114,Guest suite in Torquay · ★4.97 · 1 bedroom · 4 beds · 1 bath,225842460,Sher,,Surf Coast,-38.31373,144.3327,Entire home/apt,199,2,80,2023-04-30,1.87,1,363,22,
40973389,Home in Fairhaven · ★4.69 · 4 bedrooms · 6 beds · 2 baths,286842345,Paul,,Surf Coast,-38.46326,144.09148,Entire home/apt,595,2,13,2022-01-07,0.31,1,362,0,
